userId,movieId,rating,timestamp,title
1,1927,5.0,964981497,All Quiet on the Western Front (1930)
1,1954,5.0,964982176,Rocky (1976)
1,1967,4.0,964981710,Labyrinth (1986)
1,2000,4.0,964982211,Lethal Weapon (1987)
1,2005,5.0,964981710,"Goonies, The (1985)"
1,2012,4.0,964984176,Back to the Future Part III (1990)
1,2018,5.0,964980523,Bambi (1942)
1,2028,4.0,964981888,Saving Private Ryan (1998)
1,2046,4.0,964982563,Flight of the Navigator (1986)
1,2054,4.0,964981747,"Honey, I Shrunk the Kids (1989)"
1,2058,5.0,964982400,"Negotiator, The (1998)"
1,2078,5.0,964982838,"Jungle Book, The (1967)"
1,2090,5.0,964982838,"Rescuers, The (1977)"
1,2094,5.0,964982653,"Rocketeer, The (1991)"
1,2096,4.0,964982838,Sleeping Beauty (1959)
1,2105,4.0,964981725,Tron (1982)
1,2115,5.0,964982529,Indiana Jones and the Temple of Doom (1984)
1,2116,5.0,964982876,"Lord of the Rings, The (1978)"
1,2137,5.0,964982791,Charlotte's Web (1973)
1,2139,5.0,964982791,"Secret of NIMH, The (1982)"
1,2141,5.0,964982838,"American Tail, An (1986)"
1,2143,4.0,964981725,Legend (1985)
1,2161,5.0,964981710,"NeverEnding Story, The (1984)"
1,2174,4.0,964981680,Beetlejuice (1988)
1,2193,4.0,964981710,Willow (1988)
1,2253,2.0,964981775,Toys (1992)
1,2268,4.0,964982989,"Few Good Men, A (1992)"
1,2273,4.0,964982310,Rush Hour (1998)
1,2291,5.0,964983664,Edward Scissorhands (1990)
1,2329,5.0,964983263,American History X (1998)
1,2338,2.0,964983546,I Still Know What You Did Last Summer (1998)
1,2353,5.0,964983861,Enemy of the State (1998)
1,2366,4.0,964982462,King Kong (1933)
1,2387,5.0,964983123,Very Bad Things (1998)
1,2395,5.0,964981093,Rushmore (1998)
1,2406,4.0,964982310,Romancing the Stone (1984)
1,2414,3.0,964982513,Young Sherlock Holmes (1985)
1,2427,5.0,964982242,"Thin Red Line, The (1998)"
1,2450,4.0,964982620,Howard the Duck (1986)
1,2459,5.0,964983414,"Texas Chainsaw Massacre, The (1974)"
1,2470,5.0,964982588,Crocodile Dundee (1986)
1,2478,4.0,964984169,¡Three Amigos! (1986)
1,2502,5.0,964981278,Office Space (1999)
1,2528,3.0,964982328,Logan's Run (1976)
1,2529,5.0,964982242,Planet of the Apes (1968)
1,2542,5.0,964981265,"Lock, Stock & Two Smoking Barrels (1998)"
1,2571,5.0,964981888,"Matrix, The (1999)"
1,2580,5.0,964983000,Go (1999)
1,2596,5.0,964981144,SLC Punk! (1998)
1,2616,4.0,964983080,Dick Tracy (1990)
1,2617,2.0,964982588,"Mummy, The (1999)"
1,2628,4.0,964980523,Star Wars: Episode I - The Phantom Menace (1999)
1,2640,4.0,964982377,Superman (1978)
1,2641,5.0,964982620,Superman II (1980)
1,2648,4.0,964983414,Frankenstein (1931)
1,2657,3.0,964983426,"Rocky Horror Picture Show, The (1975)"
1,2692,5.0,964981855,Run Lola Run (Lola rennt) (1998)
1,2700,5.0,964980985,"South Park: Bigger, Longer and Uncut (1999)"
1,2716,5.0,964983414,Ghostbusters (a.k.a. Ghost Busters) (1984)
1,2761,5.0,964982703,"Iron Giant, The (1999)"
1,2797,4.0,964981710,Big (1988)
1,2826,4.0,964980523,"13th Warrior, The (1999)"
1,2858,5.0,964980868,American Beauty (1999)
1,2872,5.0,964981680,Excalibur (1981)
1,2916,4.0,964982290,Total Recall (1990)
1,2944,5.0,964981872,"Dirty Dozen, The (1967)"
1,2947,5.0,964982176,Goldfinger (1964)
1,2948,5.0,964982191,From Russia with Love (1963)
1,2949,5.0,964981888,Dr. No (1962)
1,2959,5.0,964983282,Fight Club (1999)
1,2985,4.0,964983034,RoboCop (1987)
1,2987,5.0,964982495,Who Framed Roger Rabbit? (1988)
1,2991,5.0,964982271,Live and Let Die (1973)
1,2993,5.0,964982242,Thunderball (1965)
1,2997,4.0,964980896,Being John Malkovich (1999)
1,3033,5.0,964983762,Spaceballs (1987)
1,3034,5.0,964982791,Robin Hood (1973)
1,3052,5.0,964981208,Dogma (1999)
1,3053,5.0,964984086,"Messenger: The Story of Joan of Arc, The (1999)"
1,3062,4.0,964981872,"Longest Day, The (1962)"
1,3147,5.0,964983873,"Green Mile, The (1999)"
1,3168,4.0,964982495,Easy Rider (1969)
1,3176,1.0,964983504,"Talented Mr. Ripley, The (1999)"
1,3243,3.0,964981093,Encino Man (1992)
1,3247,3.0,964983108,Sister Act (1992)
1,3253,5.0,964981107,Wayne's World (1992)
1,3273,5.0,964983536,Scream 3 (2000)
1,3386,5.0,964983484,JFK (1991)
1,3439,4.0,964981799,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
1,3440,4.0,964981799,Teenage Mutant Ninja Turtles III (1993)
1,3441,5.0,964982328,Red Dawn (1984)
1,3448,5.0,964984054,"Good Morning, Vietnam (1987)"
1,3450,5.0,964981144,Grumpy Old Men (1993)
1,3479,4.0,964981725,Ladyhawke (1985)
1,3489,4.0,964981775,Hook (1991)
1,3527,4.0,964982271,Predator (1987)
1,3578,5.0,964980668,Gladiator (2000)
1,3617,4.0,964980683,Road Trip (2000)
1,3639,4.0,964982271,"Man with the Golden Gun, The (1974)"
1,3671,5.0,964981589,Blazing Saddles (1974)
1,3702,5.0,964983737,Mad Max (1979)
1,3703,5.0,964981909,"Road Warrior, The (Mad Max 2) (1981)"
1,3740,4.0,964982417,Big Trouble in Little China (1986)
1,3744,4.0,964980694,Shaft (2000)
1,3793,5.0,964981855,X-Men (2000)
1,3809,4.0,964981220,What About Bob? (1991)
1,5060,5.0,964984002,M*A*S*H (a.k.a. MASH) (1970)
2,318,3.0,1445714835,"Shawshank Redemption, The (1994)"
2,333,4.0,1445715029,Tommy Boy (1995)
2,1704,4.5,1445715228,Good Will Hunting (1997)
2,3578,4.0,1445714885,Gladiator (2000)
2,6874,4.0,1445714952,Kill Bill: Vol. 1 (2003)
2,8798,3.5,1445714960,Collateral (2004)
2,46970,4.0,1445715013,Talladega Nights: The Ballad of Ricky Bobby (2006)
2,48516,4.0,1445715064,"Departed, The (2006)"
2,58559,4.5,1445715141,"Dark Knight, The (2008)"
2,60756,5.0,1445714980,Step Brothers (2008)
2,68157,4.5,1445715154,Inglourious Basterds (2009)
2,71535,3.0,1445714974,Zombieland (2009)
2,74458,4.0,1445714926,Shutter Island (2010)
2,77455,3.0,1445714941,Exit Through the Gift Shop (2010)
2,79132,4.0,1445714841,Inception (2010)
2,80489,4.5,1445715340,"Town, The (2010)"
2,80906,5.0,1445715172,Inside Job (2010)
2,89774,5.0,1445715189,Warrior (2011)
2,91529,3.5,1445714891,"Dark Knight Rises, The (2012)"
2,91658,2.5,1445714938,"Girl with the Dragon Tattoo, The (2011)"
2,99114,3.5,1445714874,Django Unchained (2012)
2,106782,5.0,1445714966,"Wolf of Wall Street, The (2013)"
2,109487,3.0,1445715145,Interstellar (2014)
2,112552,4.0,1445714882,Whiplash (2014)
2,115713,3.5,1445714854,Ex Machina (2015)
2,122882,5.0,1445715272,Mad Max: Fury Road (2015)
3,31,0.5,1306463578,Dangerous Minds (1995)
3,527,0.5,1306464275,Schindler's List (1993)
3,647,0.5,1306463619,Courage Under Fire (1996)
3,720,0.5,1306463595,Wallace & Gromit: The Best of Aardman Animation (1996)
3,849,5.0,1306463611,Escape from L.A. (1996)
3,914,0.5,1306463567,My Fair Lady (1964)
3,1093,0.5,1306463627,"Doors, The (1991)"
3,1124,0.5,1306464216,On Golden Pond (1981)
3,1263,0.5,1306463569,"Deer Hunter, The (1978)"
3,1272,0.5,1306463624,Patton (1970)
3,1275,3.5,1306463323,Highlander (1986)
3,1302,0.5,1306464189,Field of Dreams (1989)
3,1371,3.0,1306463561,Star Trek: The Motion Picture (1979)
3,1587,4.5,1306464003,Conan the Barbarian (1982)
3,2018,0.5,1306464175,Bambi (1942)
3,2080,0.5,1306463572,Lady and the Tramp (1955)
3,2090,0.5,1306464261,"Rescuers, The (1977)"
3,2105,2.0,1306463559,Tron (1982)
3,2288,4.0,1306463631,"Thing, The (1982)"
3,2424,0.5,1306464293,You've Got Mail (1998)
3,3210,0.5,1306463638,Fast Times at Ridgemont High (1982)
3,3703,5.0,1306463603,"Road Warrior, The (Mad Max 2) (1981)"
3,3949,0.5,1306464245,Requiem for a Dream (2000)
3,72378,0.5,1306464164,2012 (2009)
4,21,3.0,986935199,Get Shorty (1995)
4,32,2.0,945173447,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
4,45,3.0,986935047,To Die For (1995)
4,47,2.0,945173425,Seven (a.k.a. Se7en) (1995)
4,52,3.0,964622786,Mighty Aphrodite (1995)
4,58,3.0,964538444,"Postman, The (Postino, Il) (1994)"
4,125,5.0,964622758,Flirting With Disaster (1996)
4,162,5.0,945078571,Crumb (1994)
4,176,5.0,964622565,Living in Oblivion (1995)
4,215,5.0,945079078,Before Sunrise (1995)
4,222,1.0,945629040,Circle of Friends (1995)
4,232,5.0,964622684,Eat Drink Man Woman (Yin shi nan nu) (1994)
4,235,2.0,945173513,Ed Wood (1994)
4,247,3.0,986848894,Heavenly Creatures (1994)
4,260,5.0,945079259,Star Wars: Episode IV - A New Hope (1977)
4,265,5.0,964538468,Like Water for Chocolate (Como agua para chocolate) (1992)
4,296,1.0,945173350,Pulp Fiction (1994)
4,319,5.0,945079182,Shallow Grave (1994)
4,342,5.0,964538500,Muriel's Wedding (1994)
4,345,4.0,945629063,"Adventures of Priscilla, Queen of the Desert, The (1994)"
4,348,4.0,964622786,Bullets Over Broadway (1994)
4,351,3.0,986934901,"Corrina, Corrina (1994)"
4,357,3.0,964623306,Four Weddings and a Funeral (1994)
4,368,4.0,945078690,Maverick (1994)
4,417,2.0,945078467,Barcelona (1994)
4,441,1.0,986934915,Dazed and Confused (1993)
4,457,5.0,945079259,"Fugitive, The (1993)"
4,475,5.0,945174290,In the Name of the Father (1993)
4,492,5.0,945079872,Manhattan Murder Mystery (1993)
4,509,1.0,945079106,"Piano, The (1993)"
4,538,5.0,945078636,Six Degrees of Separation (1993)
4,539,1.0,964538832,Sleepless in Seattle (1993)
4,553,2.0,945079301,Tombstone (1993)
4,588,4.0,945079670,Aladdin (1992)
4,593,5.0,964539986,"Silence of the Lambs, The (1991)"
4,595,3.0,986848609,Beauty and the Beast (1991)
4,599,2.0,945078587,"Wild Bunch, The (1969)"
4,608,5.0,964540008,Fargo (1996)
4,648,3.0,945079906,Mission: Impossible (1996)
4,708,4.0,986935230,"Truth About Cats & Dogs, The (1996)"
4,800,4.0,945079106,Lone Star (1996)
4,892,4.0,964622714,Twelfth Night (1996)
4,898,5.0,964623347,"Philadelphia Story, The (1940)"
4,899,4.0,945079653,Singin' in the Rain (1952)
4,902,4.0,945078446,Breakfast at Tiffany's (1961)
4,904,4.0,945079837,Rear Window (1954)
4,908,5.0,945173902,North by Northwest (1959)
4,910,5.0,945173989,Some Like It Hot (1959)
4,912,5.0,945173902,Casablanca (1942)
4,914,5.0,945079670,My Fair Lady (1964)
4,919,5.0,945079521,"Wizard of Oz, The (1939)"
4,920,5.0,945173602,Gone with the Wind (1939)
4,930,5.0,964538571,Notorious (1946)
4,1025,4.0,945079232,"Sword in the Stone, The (1963)"
4,1057,3.0,964540578,Everyone Says I Love You (1996)
4,1060,2.0,986934819,Swingers (1996)
4,1073,4.0,945079483,Willy Wonka & the Chocolate Factory (1971)
4,1077,5.0,945173692,Sleeper (1973)
4,1079,2.0,945078946,"Fish Called Wanda, A (1988)"
4,1080,5.0,986934696,Monty Python's Life of Brian (1979)
4,1084,5.0,945079259,Bonnie and Clyde (1967)
4,1086,5.0,964539723,Dial M for Murder (1954)
4,1094,3.0,964538500,"Crying Game, The (1992)"
4,1103,5.0,964539723,Rebel Without a Cause (1955)
4,1136,5.0,986934625,Monty Python and the Holy Grail (1975)
4,1179,4.0,964539180,"Grifters, The (1990)"
4,1183,1.0,964778513,"English Patient, The (1996)"
4,1188,5.0,964538500,Strictly Ballroom (1992)
4,1196,5.0,964538763,Star Wars: Episode V - The Empire Strikes Back (1980)
4,1197,5.0,964538763,"Princess Bride, The (1987)"
4,1198,3.0,964538728,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
4,1199,2.0,945078967,Brazil (1985)
4,1203,5.0,945174025,12 Angry Men (1957)
4,1211,1.0,964539205,"Wings of Desire (Himmel über Berlin, Der) (1987)"
4,1213,4.0,945079729,Goodfellas (1990)
4,1219,4.0,964539961,Psycho (1960)
4,1225,4.0,964539326,Amadeus (1984)
4,1250,5.0,945174008,"Bridge on the River Kwai, The (1957)"
4,1259,4.0,964538728,Stand by Me (1986)
4,1265,4.0,964622684,Groundhog Day (1993)
4,1266,4.0,986849037,Unforgiven (1992)
4,1282,5.0,945079653,Fantasia (1940)
4,1283,5.0,945078690,High Noon (1952)
4,1288,4.0,945079653,This Is Spinal Tap (1984)
4,1291,4.0,964538763,Indiana Jones and the Last Crusade (1989)
4,1304,3.0,945078467,Butch Cassidy and the Sundance Kid (1969)
4,1391,1.0,945173766,Mars Attacks! (1996)
4,1449,5.0,945079767,Waiting for Guffman (1996)
4,1466,4.0,945173492,Donnie Brasco (1997)
4,1500,4.0,964622830,Grosse Pointe Blank (1997)
4,1517,4.0,945079790,Austin Powers: International Man of Mystery (1997)
4,1580,3.0,986935244,Men in Black (a.k.a. MIB) (1997)
4,1597,1.0,945079906,Conspiracy Theory (1997)
4,1617,2.0,945079837,L.A. Confidential (1997)
4,1641,4.0,964622758,"Full Monty, The (1997)"
4,1704,1.0,945629015,Good Will Hunting (1997)
4,1719,4.0,945079956,"Sweet Hereafter, The (1997)"
4,1732,4.0,945079889,"Big Lebowski, The (1998)"
4,1834,5.0,945174134,"Spanish Prisoner, The (1997)"
4,1883,4.0,964622642,Bulworth (1998)
4,1885,3.0,964622617,"Opposite of Sex, The (1998)"
4,1892,2.0,964539431,"Perfect Murder, A (1998)"
4,1895,4.0,945629179,Can't Hardly Wait (1998)
4,1907,3.0,964540505,Mulan (1998)
4,1916,1.0,986934786,Buffalo '66 (a.k.a. Buffalo 66) (1998)
4,1923,3.0,986934870,There's Something About Mary (1998)
4,1947,5.0,945079653,West Side Story (1961)
4,1967,5.0,945078967,Labyrinth (1986)
4,1968,4.0,986934786,"Breakfast Club, The (1985)"
4,2019,2.0,945078690,Seven Samurai (Shichinin no samurai) (1954)
4,2076,4.0,945079052,Blue Velvet (1986)
4,2078,5.0,945079521,"Jungle Book, The (1967)"
4,2109,4.0,986935016,"Jerk, The (1979)"
4,2145,3.0,986935328,Pretty in Pink (1986)
4,2150,5.0,986934738,"Gods Must Be Crazy, The (1980)"
4,2174,5.0,964539855,Beetlejuice (1988)
4,2186,5.0,945174008,Strangers on a Train (1951)
4,2324,1.0,964622590,Life Is Beautiful (La Vita è bella) (1997)
4,2336,2.0,964538964,Elizabeth (1998)
4,2359,4.0,964622590,Waking Ned Devine (a.k.a. Waking Ned) (1998)
4,2395,3.0,964623306,Rushmore (1998)
4,2406,4.0,986935302,Romancing the Stone (1984)
4,2467,4.0,945079858,"Name of the Rose, The (Name der Rose, Der) (1986)"
4,2571,1.0,945173385,"Matrix, The (1999)"
4,2583,5.0,945078863,Cookie's Fortune (1999)
4,2599,5.0,964622684,Election (1999)
4,2628,1.0,986848894,Star Wars: Episode I - The Phantom Menace (1999)
4,2683,4.0,945079790,Austin Powers: The Spy Who Shagged Me (1999)
4,2692,5.0,945079013,Run Lola Run (Lola rennt) (1998)
4,2712,2.0,945078542,Eyes Wide Shut (1999)
4,2762,4.0,964539986,"Sixth Sense, The (1999)"
4,2763,1.0,964778621,"Thomas Crown Affair, The (1999)"
4,2770,2.0,945173553,Bowfinger (1999)
4,2791,5.0,964539628,Airplane! (1980)
4,2858,5.0,964539140,American Beauty (1999)
4,2921,4.0,945078708,High Plains Drifter (1973)
4,2926,5.0,986934870,Hairspray (1988)
4,2959,2.0,945078528,Fight Club (1999)
4,2973,2.0,945078946,Crimes and Misdemeanors (1989)
4,2997,4.0,986848610,Being John Malkovich (1999)
4,3033,4.0,986936200,Spaceballs (1987)
4,3044,5.0,945079920,Dead Again (1991)
4,3060,4.0,986934884,"Commitments, The (1991)"
4,3083,5.0,964622487,All About My Mother (Todo sobre mi madre) (1999)
4,3160,4.0,964539121,Magnolia (1999)
4,3175,1.0,964538930,Galaxy Quest (1999)
4,3176,4.0,964539771,"Talented Mr. Ripley, The (1999)"
4,3255,4.0,964623306,"League of Their Own, A (1992)"
4,3317,4.0,986934498,Wonder Boys (2000)
4,3358,3.0,964622758,Defending Your Life (1991)
4,3386,4.0,964539395,JFK (1991)
4,3408,4.0,986849238,Erin Brockovich (2000)
4,3481,2.0,964538243,High Fidelity (2000)
4,3489,1.0,986848908,Hook (1991)
4,3508,5.0,964538351,"Outlaw Josey Wales, The (1976)"
4,3591,1.0,986935199,Mr. Mom (1983)
4,3809,3.0,986936207,What About Bob? (1991)
4,3897,4.0,986934465,Almost Famous (2000)
4,3911,3.0,986849149,Best in Show (2000)
4,3967,4.0,986849164,Billy Elliot (2000)
4,3996,4.0,986849130,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
4,4002,3.0,986934819,"Planes, Trains & Automobiles (1987)"
4,4014,1.0,986849254,Chocolat (2000)
4,4020,3.0,986848856,"Gift, The (2000)"
4,4027,3.0,986849201,"O Brother, Where Art Thou? (2000)"
4,4029,3.0,986849226,State and Main (2000)
4,4033,4.0,986849149,Thirteen Days (2000)
4,4034,5.0,986848753,Traffic (2000)
4,4121,4.0,986934901,Innerspace (1987)
4,4144,3.0,986848685,In the Mood For Love (Fa yeung nin wa) (2000)
4,4226,2.0,1007569424,Memento (2000)
4,4239,5.0,986848685,Blow (2001)
4,4246,4.0,1007574542,Bridget Jones's Diary (2001)
4,4308,1.0,1007569465,Moulin Rouge (2001)
4,4641,1.0,1007569586,Ghost World (2001)
4,4881,3.0,1007569445,"Man Who Wasn't There, The (2001)"
4,4896,4.0,1007574532,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
4,4902,4.0,1007569465,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
4,4967,5.0,1007569424,No Man's Land (2001)
5,1,4.0,847434962,Toy Story (1995)
5,21,4.0,847435238,Get Shorty (1995)
5,34,4.0,847434881,Babe (1995)
5,36,4.0,847435292,Dead Man Walking (1995)
5,39,3.0,847434961,Clueless (1995)
5,50,4.0,847434881,"Usual Suspects, The (1995)"
5,58,5.0,847435238,"Postman, The (Postino, Il) (1994)"
5,110,4.0,847434880,Braveheart (1995)
5,150,3.0,847434748,Apollo 13 (1995)
5,153,3.0,847434802,Batman Forever (1995)
5,232,4.0,847435292,Eat Drink Man Woman (Yin shi nan nu) (1994)
5,247,5.0,847435337,Heavenly Creatures (1994)
5,253,3.0,847435292,Interview with the Vampire: The Vampire Chronicles (1994)
5,261,4.0,847435238,Little Women (1994)
5,265,3.0,847435129,Like Water for Chocolate (Como agua para chocolate) (1992)
5,266,1.0,847435311,Legends of the Fall (1994)
5,290,5.0,847435311,Once Were Warriors (1994)
5,296,5.0,847434748,Pulp Fiction (1994)
5,300,3.0,847435337,Quiz Show (1994)
5,316,2.0,847434832,Stargate (1994)
5,318,3.0,847434880,"Shawshank Redemption, The (1994)"
5,344,3.0,847434802,Ace Ventura: Pet Detective (1994)
5,349,3.0,847434832,Clear and Present Danger (1994)
5,357,2.0,847435238,Four Weddings and a Funeral (1994)
5,364,3.0,847434882,"Lion King, The (1994)"
5,367,4.0,847435129,"Mask, The (1994)"
5,380,2.0,847434748,True Lies (1994)
5,410,3.0,847435292,Addams Family Values (1993)
5,457,4.0,847434801,"Fugitive, The (1993)"
5,474,4.0,847435337,In the Line of Fire (1993)
5,475,5.0,847435311,In the Name of the Father (1993)
5,515,3.0,847435129,"Remains of the Day, The (1993)"
5,527,5.0,847434960,Schindler's List (1993)
5,531,4.0,847435258,"Secret Garden, The (1993)"
5,534,3.0,847435311,Shadowlands (1993)
5,588,4.0,847434801,Aladdin (1992)
5,589,3.0,847435258,Terminator 2: Judgment Day (1991)
5,590,5.0,847434747,Dances with Wolves (1990)
5,592,3.0,847434747,Batman (1989)
5,594,5.0,847435238,Snow White and the Seven Dwarfs (1937)
5,595,5.0,847434832,Beauty and the Beast (1991)
5,596,5.0,847435292,Pinocchio (1940)
5,597,3.0,847434962,Pretty Woman (1990)
5,608,3.0,847435258,Fargo (1996)
6,2,4.0,845553522,Jumanji (1995)
6,3,5.0,845554296,Grumpier Old Men (1995)
6,5,5.0,845553938,Father of the Bride Part II (1995)
6,6,4.0,845553757,Heat (1995)
6,7,4.0,845554264,Sabrina (1995)
6,10,3.0,845553253,GoldenEye (1995)
6,11,4.0,845553489,"American President, The (1995)"
6,15,4.0,845554505,Cutthroat Island (1995)
6,16,4.0,845553819,Casino (1995)
6,17,4.0,845553559,Sense and Sensibility (1995)
6,19,2.0,845553382,Ace Ventura: When Nature Calls (1995)
6,21,2.0,845553382,Get Shorty (1995)
6,22,5.0,845553875,Copycat (1995)
6,24,4.0,845554397,Powder (1995)
6,25,3.0,845553695,Leaving Las Vegas (1995)
6,26,4.0,845555362,Othello (1995)
6,31,3.0,845553819,Dangerous Minds (1995)
6,32,4.0,845553426,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
6,34,4.0,845553354,Babe (1995)
6,36,5.0,845553726,Dead Man Walking (1995)
6,41,4.0,845554962,Richard III (1995)
6,45,3.0,845553907,To Die For (1995)
6,46,4.0,845554551,How to Make an American Quilt (1995)
6,47,4.0,845553317,Seven (a.k.a. Se7en) (1995)
6,50,1.0,845553381,"Usual Suspects, The (1995)"
6,60,4.0,845554263,"Indian in the Cupboard, The (1995)"
6,62,4.0,845553660,Mr. Holland's Opus (1995)
6,65,3.0,845555070,Bio-Dome (1996)
6,76,4.0,845555317,Screamers (1995)
6,79,3.0,845554907,"Juror, The (1996)"
6,86,5.0,845556131,White Squall (1996)
6,88,2.0,845555694,Black Sheep (1996)
6,89,4.0,845555124,Nick of Time (1995)
6,95,4.0,845553559,Broken Arrow (1996)
